cites,authors,title,year,source,publisher,articleurl,citesurl,gsrank,querydate,type,doi,issn,citationurl,volume,issue,startpage,endpage,ecc,citesperyear,citesperauthor,authorcount,age,abstract,fulltexturl,relatedurl,title_clean,doi_clean
234,"G Li, BL Lee, WY Chung",Smartwatch-based wearable EEG system for driver drowsiness detection,2015.0,IEEE Sensors Journal,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7236886/,https://scholar.google.com/scholar?cites=16396026781876374289&as_sdt=2005&sciodt=2007&hl=en,470,8/22/24 10:20,,,,,,,,,234,26.0,78,3,9.0,… The SPU consists of an inexpensive open-source hardware (… probabilistic model needs many empirical work including the … its ability to minimize both structural and empirical risk [42]. In …,https://ieeexplore.ieee.org/iel7/7361/4427201/07236886.pdf,https://scholar.google.com/scholar?q=related:EUuI_XxjiuMJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,smartwatch-based wearable eeg system for driver drowsiness detection,
197,"V Kostakis, V Niaros, G Dafermos, M Bauwens","Design global, manufacture local: Exploring the contours of an emerging productive model",2015.0,Futures,Elsevier,https://www.sciencedirect.com/science/article/pii/S0016328715001214,https://scholar.google.com/scholar?cites=4926376360439871251&as_sdt=2005&sciodt=2007&hl=en,493,8/22/24 10:20,,,,,,,,,197,21.89,49,4,9.0,"… Empirical research shows that modular design is characteristic not just of Linux but of the … Further, the Open Source Ecology is an open hardware project focused on manufacturing a set …",https://www.academia.edu/download/51477152/Futures.pdf,https://scholar.google.com/scholar?q=related:E3fm4TIBXkQJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,"design global, manufacture local: exploring the contours of an emerging productive model",
184,"A Weiss, C Bartneck",Meta analysis of the usage of the godspeed questionnaire series,2015.0,2015 24th IEEE international symposium …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7333568/,https://scholar.google.com/scholar?cites=16094766363658598590&as_sdt=2005&sciodt=2007&hl=en,362,8/22/24 10:20,,,,,,,,,184,20.44,92,2,9.0,… The further analysis of the empirical work was then guided by … After screening all empirical work again we decided to … The latest development of open source hardware might show the …,http://www.bartneck.de/publications/2015/metaAnalysisGodspeedQuestionnaire/metaAnalysisGodspeedQuestionnaireBartneckWeiss2015.pdf,https://scholar.google.com/scholar?q=related:vrjG6LsYXN8J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,meta analysis of the usage of the godspeed questionnaire series,
184,"SL Chu, F Quek, S Bhangaonkar, AB Ging, ...",Making the Maker: A Means-to-an-Ends approach to nurturing the Maker mindset in elementary-aged children,2015.0,International Journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2212868915000124,https://scholar.google.com/scholar?cites=16567146457885314415&as_sdt=2005&sciodt=2007&hl=en,172,8/22/24 10:20,,,,,,,,,184,20.44,37,5,9.0,"… it be technological gadgets, open source hardware and software, … empirical contributions that assess either formally or … mindset but do not present empirical evidence. Most practical …",https://www.sciencedirect.com/science/article/am/pii/S2212868915000124,https://scholar.google.com/scholar?q=related:bw0gTO1T6uUJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,making the maker: a means-to-an-ends approach to nurturing the maker mindset in elementary-aged children,
173,"K. Asanović, D. Patterson, Christopher Celio","The Berkeley Out-of-Order Machine (BOOM): An Industry-Competitive, Synthesizable, Parameterized RISC-V Processor",2015.0,,,,,605,8/22/24 15:04,,,,,,,,,173,19.22,58,3,9.0,"Abstract : BOOM is a synthesizable, parameterized, superscalar out-of-order RISC-V core designed to serve as the prototypical baseline processor for future micro-architectural studies of out-of-order processors. Our goal is to provide a readable, open-source implementation for use in education, research, and industry. BOOM is written in roughly 9,000 lines of the hardware construction language Chisel. We leveraged Berkeleys open-source Rocket-chip SoC generator, allowing us to quickly bring up an entire multi-core processor system (including caches and uncore) by replacing the in-order Rocket core with an out-of-order BOOM core. BOOM supports atomics, IEEE754-2008 floating-point, and page-based virtual memory. We have demonstrated BOOM running Linux, SPEC CINT2006, and CoreMark.",,,"the berkeley out-of-order machine (boom): an industry-competitive, synthesizable, parameterized risc-v processor",
168,N. Fahlgren,A versatile phenotyping system and analytics platform reveals diverse temporal responses to water availability in Setaria,2015.0,Molecular Plant,,https://api.elsevier.com/content/article/eid/1-s2.0-S1674205215002683,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84943450041&origin=inward,10,8/22/24 16:58,Article,10.1016/j.molp.2015.06.005,1674-2052,https://api.elsevier.com/content/abstract/scopus_id/84943450041,8.0,10.0,1520.0,1535.0,168,18.67,168,1,9.0,,,,a versatile phenotyping system and analytics platform reveals diverse temporal responses to water availability in setaria,10.1016/j.molp.2015.06.005
159,"Noah Fahlgren, Maximilian Feldman, Malia A. Gehan, Melinda S. Wilson, Christine Shyu, Douglas W. Bryant, Steven T. Hill, Colton J. McEntee, Sankalpi N. Warnasooriya, Indrajit Kumar, Tracy Ficor, Stephanie Turnipseed, Kerrigan B. Gilbert, Thomas P. Brutnell, James C. Carrington, Todd C. Mockler, Ivan Baxter",A Versatile Phenotyping System and Analytics Platform Reveals Diverse Temporal Responses to Water Availability in <i>Setaria</i>,2015.0,Molecular Plant,Cell Press,,,8,8/22/24 16:58,Article,10.1016/j.molp.2015.06.005,1674-2052,,8.0,10.0,1520.0,1535.0,159,17.67,16,17,9.0,"Phenotyping has become the rate-limiting step in using large-scale genomic data to understand and improve agricultural crops. Here, the Bellwether Phenotyping Platform for controlled-environment plant growth and automated multimodal phenotyping is described. The system has capacity for 1140 plants, which pass daily through stations to record fluorescence, near-infrared, and visible images. Plant Computer Vision (PlantCV) was developed as open-source, hardware platform-independent software for quantitative image analysis. In a 4-week experiment, wild Setaria viridis and domesticated Setaria italica had fundamentally different temporal responses to water availability. While both lines produced similar levels of biomass under limited water conditions, Setaria viridis maintained the same water-use efficiency under water replete conditions, while Setaria italica shifted to less efficient growth. Overall, the Bellwether Phenotyping Platform and PlantCV software detected significant effects of genotype and environment on height, biomass, water-use efficiency, color, plant architecture, and tissue water status traits. All similar to 79 000 images acquired during the course of the experiment are publicly available.",,,a versatile phenotyping system and analytics platform reveals diverse temporal responses to water availability in <i>setaria</i>,10.1016/j.molp.2015.06.005
103,"J. P. Sharkey, D. Foo, A. Kabla, J. Baumberg, R. Bowman",A one-piece 3D printed flexure translation stage for open-source microscopy.,2015.0,,,,,292,8/22/24 15:04,,10.1063/1.4941068,,,,,,,103,11.44,21,5,9.0,"Open source hardware has the potential to revolutionise the way we build scientific instruments; with the advent of readily available 3D printers, mechanical designs can now be shared, improved, and replicated faster and more easily than ever before. However, printed parts are typically plastic and often perform poorly compared to traditionally machined mechanisms. We have overcome many of the limitations of 3D printed mechanisms by exploiting the compliance of the plastic to produce a monolithic 3D printed flexure translation stage, capable of sub-micron-scale motion over a range of 8 × 8 × 4 mm. This requires minimal post-print clean-up and can be automated with readily available stepper motors. The resulting plastic composite structure is very stiff and exhibits remarkably low drift, moving less than 20 μm over the course of a week, without temperature stabilisation. This enables us to construct a miniature microscope with excellent mechanical stability, perfect for time-lapse measurements in situ in an incubator or fume hood. The ease of manufacture lends itself to use in containment facilities where disposability is advantageous and to experiments requiring many microscopes in parallel. High performance mechanisms based on printed flexures need not be limited to microscopy, and we anticipate their use in other devices both within the laboratory and beyond.",,,a one-piece 3d printed flexure translation stage for open-source microscopy.,10.1063/1.4941068
85,S. Lindtner,Hacking with Chinese Characteristics,2015.0,,,,,972,8/22/24 15:04,,10.1177/0162243915590861,,,,,,,85,9.44,85,1,9.0,"From the rising number of hackerspaces to an increase in hardware start-ups, maker culture is envisioned as an enabler of the next industrial revolution—a source of unhindered technological innovation, a revamp of broken economies and educational systems. Drawing from long-term ethnographic research, this article examines how China’s makers demarcate Chinese manufacturing as a site of expertise in implementing this vision. China’s makers demonstrate that the future of making—if to materialize in the ways currently envisioned by writers, politicians, and scholars of the global tech industry—rests on taking seriously the technological and cultural fabrics of professional making outside familiar information technology innovation hubs like Silicon Valley: making-do, mass production, and reuse. I trace back to China’s first hackerspace, documenting how a collective of makers began to move away from appropriating Western concepts of openness toward promoting China as source for knowledge, creativity, and innovation. This article demonstrates that when China’s makers set up open hardware businesses and articulate a unique culture of “hacking with Chinese characteristics,” they draw boundaries between the professional making they saw embodied in Chinese industrial production and the hobbyist making embodied in Western histories and cultures of hacking. In so doing, they position China as site of both technological and cultural expertise, intervening in dominant conceptions of computing that split manufacturing and innovation along geographical lines. This article contributes to critical scholarship of innovation and making cultures, technological expertise, and authorship.",,,hacking with chinese characteristics,10.1177/0162243915590861
85,S. Lindtner,Hacking with Chinese Characteristics: The Promises of the Maker Movement against China’s Manufacturing Culture,2015.0,Science Technology and Human Values,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84938823022&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84938823022&origin=inward,28,8/22/24 16:58,Article,10.1177/0162243915590861,0162-2439,https://api.elsevier.com/content/abstract/scopus_id/84938823022,40.0,5.0,854.0,879.0,85,9.44,85,1,9.0,,,,hacking with chinese characteristics: the promises of the maker movement against china’s manufacturing culture,10.1177/0162243915590861
