cites,authors,title,year,source,publisher,articleurl,citesurl,gsrank,querydate,type,doi,issn,citationurl,volume,issue,startpage,endpage,ecc,citesperyear,citesperauthor,authorcount,age,abstract,fulltexturl,relatedurl,title_clean,doi_clean
5,"Christopher Rorden, Taylor Hanayik",StimSync: Open-source hardware for behavioral and MRI experiments,2014.0,Journal of Neuroscience Methods,Elsevier BV,http://dx.doi.org/10.1016/j.jneumeth.2013.11.017,,362,8/22/24 15:14,journal-article,10.1016/j.jneumeth.2013.11.017,0165-0270,,227.0,,90.0,99.0,5,0.5,3,2,10.0,,https://api.elsevier.com/content/article/PII:S0165027013004007,,stimsync: open-source hardware for behavioral and mri experiments,10.1016/j.jneumeth.2013.11.017
5,Matthias Krebs,Manufacturing Expertise for the People: The Open‐Source Hardware Movement in Japan,2014.0,,,,,97,8/22/24 15:04,,10.1111/1559-8918.01003,,,,,,,5,0.5,5,1,10.0,"Manufacturing itself is changing as open-source sentiment grows with the “maker” movement, especially in FabLabs around the world. “Makers” are open-source hardware enthusiasts who want anyone to be able to make almost anything. This ethnographic research, conducted in 2013, centers on the “makers” in FabLabs in Japan. The research addresses cultural coherence among actors – human and machine – in these FabLabs, and changing notions of expertise enabled by open-source, DIY manufacturing practices. Are modern machines like 3D printers changing manufacturing? Will they change the world?",,,manufacturing expertise for the people: the open‐source hardware movement in japan,10.1111/1559-8918.01003
5,"D. Dobrilović, Ž. Stojanov, B. Odadzic",Teaching application development for RFID/ZigBee networks using open source hardware,2014.0,,,,,96,8/22/24 15:04,,10.1109/BIHTEL.2014.6987641,,,,,,,5,0.5,2,3,10.0,"Concepts related to Wireless Sensor Networks (WSN), Machine-to-Machine (M2M) and the Internet of Things (IoT) have recently gained significant attention in university education. According to this, the need for low-cost, modular, easy-to-use and scalable platform used for building various network systems in order to provide an environment for developing and testing software applications for WSN, IoT and related technologies is very high. This paper presents an approach in creating platform based on open source hardware designed to provide an infrastructure for teaching development of software applications for WSN, in this case applications for RFID/ZigBee networks, to be used in Computing education and profession.",,,teaching application development for rfid/zigbee networks using open source hardware,10.1109/bihtel.2014.6987641
5,"R. Luff, M. Zaehringer, W. Harms, M. Bleher, B. Prommer, U. Stoehlker",OPEN-SOURCE HARDWARE AND SOFTWARE AND WEB APPLICATION FOR GAMMA DOSE RATE NETWORK OPERATION,2014.0,Radiation Protection Dosimetry,Oxford Univ Press,,,407,8/22/24 16:58,Article,10.1093/rpd/ncu012,0144-8420,,160.0,4.0,252.0,258.0,5,0.5,1,6,10.0,"The German Federal Office for Radiation Protection operates a network of about 1800 gamma dose rate stations as a part of the national emergency preparedness plan. Each of the six network centres is capable of operating the network alone. Most of the used hardware and software have been developed in-house under open-source license. Short development cycles and close cooperation between developers and users ensure robustness, transparency and fast maintenance procedures, thus avoiding unnecessary complex solutions. This also reduces the overall costs of the network operation. An easy-to-expand web interface has been developed to make the complete system available to other interested network operators in order to increase cooperation between different countries. The interface is also regularly in use for education during scholarships of trainees supported, e. g. by the 'International Atomic Energy Agency' to operate a local area dose rate monitoring test network.",,,open-source hardware and software and web application for gamma dose rate network operation,10.1093/rpd/ncu012
5,"Christopher Rorden, Taylor Hanayik",StimSync: Open-source hardware for behavioral and MRI experiments,2014.0,Journal Of Neuroscience Methods,Elsevier Science Bv,,,408,8/22/24 16:58,Article,10.1016/j.jneumeth.2013.11.017,0165-0270,,227.0,,90.0,99.0,5,0.5,3,2,10.0,"Background: Many neuroscience experiments rely on presenting stimuli and measuring participants' responses to these events. Often computer screens, speakers and keyboards are sufficient. However, these devices are not appropriate for some situations. For example, some studies present tactile or olfactory stimuli or brain stimulation. Likewise, keyboard buttons are not appropriate for use with vocal responses, small animals or individuals with motor impairments. New method: We describe StimSync, which simulates USB keyboard inputs, allowing use with most experimental software. StimSync can measure button presses, optical signals from magnetic resonance imaging systems, changes in ambient light (e.g. synchronizing intracranial electrography), and auditory events (a voice key). In addition to the USB keyboard mode (necessarily millisecond precision), StimSync can also be set to provide higher precision timing. This feature can be used to validate timing, ensuring event synchronization (e.g. auditory events, visual events, brain stimulation). In addition to recording inputs, StimSync provides seven digital outputs for controlling external devices. Finally, StimSync can record analog inputs; we illustrate how this can be used to evaluate the rise time for computer displays. Results: We observed outputs with a mean latency of 2.1 ms (sd = 0.17 ms) and USB inputs with a mean latency of 2 ms (sd = 0.54 ms). Comparison with existing method(s): StimSync statistically outperforms two professional solutions and numerically outperforms other devices described in the literature. Conclusions: StimSync (http://www.mccauslandcenter.sc.edu/CRNL/tools/stimsync) provides an open-source solution for controlling and validating neuroscience experiments. In addition to sharing the design, we have produced a batch of devices to demonstrate the market for professional implementations. (C) 2014 Published by Elsevier B.V.",,,stimsync: open-source hardware for behavioral and mri experiments,10.1016/j.jneumeth.2013.11.017
5,"Qi Guo, Tianshi Chen, Yunji Chen, Rui Wang, Huanhuan Chen, Weiwu Hu, Guoliang Chen",Pre-Silicon Bug Forecast,2014.0,Ieee Transactions On Computer-Aided Design Of Integrated Circuits And Systems,Ieee-Inst Electrical Electronics Engineers Inc,,,409,8/22/24 16:58,Article,10.1109/TCAD.2013.2288688,0278-0070,,33.0,3.0,451.0,463.0,5,0.5,1,7,10.0,"The ever-intensifying time-to-market pressure imposes great challenges on the pre-silicon design phase of hardware. Before the tape-out, a pre-silicon design has to be thoroughly inspected by time-consuming functional verification and code review to exclude bugs. For functional verification and code review, a critical issue determining their efficiency is the allocation of resources (e.g., computational resources and manpower) to different modules of a design, which is conventionally guided by designers' experiences. Such practices, though simple and straightforward, may take high risks of wasting resources on bug-free modules or missing bugs in buggy modules, and thus could affect the success and timeline of the tape-out. In this paper, we propose a novel framework called pre-silicon bug forecast to predict the bug information of hardware designs. In this framework, bug models are built via machine learning techniques to characterize the relationship between design characteristics and the bug information, which can be leveraged to predict how bugs distribute in different modules of the current design. Such predicted bug information is adequate to regulate the resources among different modules to achieve efficient functional verification and code review. To evaluate the effectiveness of the proposed pre-silicon bug forecast framework, we conducted detailed experiments on several open-source hardware projects. Moreover, we also investigate the impacts of different learning techniques and different sets of characteristic on the performance of bug models. Experimental results show that with appropriate learning techniques and characteristics, about 90% modules could be correctly predicted as buggy or clean and the number of bugs of each module could also be accurately predicted.",,,pre-silicon bug forecast,10.1109/tcad.2013.2288688
4,"Dalibor Dobrilovic, Zeljko Stojanov, Borislav Odadzic",Teaching application development for RFID/ZigBee networks using open source hardware,2014.0,2014 X International Symposium on Telecommunications (BIHTEL),IEEE,http://dx.doi.org/10.1109/bihtel.2014.6987641,,136,8/22/24 15:14,proceedings-article,10.1109/bihtel.2014.6987641,,,,,,,4,0.4,1,3,10.0,,http://xplorestaging.ieee.org/ielx7/6971977/6987620/06987641.pdf?arnumber=6987641,,teaching application development for rfid/zigbee networks using open source hardware,10.1109/bihtel.2014.6987641
4,"Harris Kyriakou, Jeffrey V. Nickerson",Collective Innovation in Open Source Hardware,2014.0,SSRN Electronic Journal,Elsevier BV,http://dx.doi.org/10.2139/ssrn.2421332,,48,8/22/24 15:14,journal-article,10.2139/ssrn.2421332,1556-5068,,,,,,4,0.4,2,2,10.0,,,,collective innovation in open source hardware,10.2139/ssrn.2421332
3,"V. Yanamandram, Jitesh H. Panchal",Evaluating the Level of Openness in Open Source Hardware,2014.0,,,,,100,8/22/24 15:04,,10.1007/978-3-319-07404-7_4,,,,,,,3,0.3,2,2,10.0,,,,evaluating the level of openness in open source hardware,10.1007/978-3-319-07404-7_4
1,MATT KREBS,Manufacturing Expertise for the People: The Open‐Source Hardware Movement in Japan,2014.0,Ethnographic Praxis in Industry Conference Proceedings,Wiley,http://dx.doi.org/10.1111/1559-8918.01003,,366,8/22/24 15:14,journal-article,10.1111/1559-8918.01003,1559-890X,,2014.0,1.0,20.0,35.0,1,0.1,1,1,10.0,"Manufacturing itself is changing as open‐source sentiment grows with the “maker” movement, especially in FabLabs around the world. “Makers” are open‐source hardware enthusiasts who want anyone to be able to make almost anything. This ethnographic research, conducted in 2013, centers on the “makers” in FabLabs in Japan. The research addresses cultural coherence among actors – human and machine – in these FabLabs, and changing notions of expertise enabled by open‐source, DIY manufacturing practices. Are modern machines like 3D printers changing manufacturing? Will they change the world?",https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2F1559-8918.01003,,manufacturing expertise for the people: the open‐source hardware movement in japan,10.1111/1559-8918.01003
